CHILDREN	NOUN	child
rough	ADJ	rough
spots	NOUN	spot
.	PUNCT	.
If	SCONJ	if
any	DET	any
of	ADP	of
them	PRON	they
find	VERB	find
any	DET	any
trace	NOUN	trace
anywhere	ADV	anywhere
of	ADP	of
off	ADJ	off
-	PUNCT	-
color	ADJ	color
,	PUNCT	,
sour	ADJ	sour
,	PUNCT	,
or	CCONJ	or
even	ADV	even
slightly	ADV	slightly
rancid	ADJ	rancid
Lensmanship	NOUN	lensmanship
,	PUNCT	,
with	ADP	with
or	CCONJ	or
without	ADP	without
a	DET	a
Lens	PROPN	Lens
appearing	VERB	appear
in	ADP	in
the	DET	the
picture	NOUN	picture
,	PUNCT	,
burn	VERB	burn
a	DET	a
hole	NOUN	hole
in	ADP	in
space	NOUN	space
getting	VERB	get
it	PRON	it
to	ADP	to
me	PRON	I
.	PUNCT	.
QX	PROPN	QX
?	PUNCT	?
...	PUNCT	...
Thanks	NOUN	thank
.	PUNCT	.
""""	PUNCT	""""
Viewed	VERB	view
in	ADP	in
this	DET	this
new	ADJ	new
perspective	NOUN	perspective
,	PUNCT	,
Renwood	PROPN	Renwood
of	ADP	of
Antigan	PROPN	Antigan
IV	PROPN	IV
might	AUX	might
have	AUX	have
been	AUX	be
neither	CCONJ	neither
a	DET	a
patriot	NOUN	patriot
nor	CCONJ	nor
a	DET	a
victim	NOUN	victim
,	PUNCT	,
but	CCONJ	but
a	DET	a
saboteur	NOUN	saboteur
.	PUNCT	.
The	DET	the
tube	NOUN	tube
could	AUX	could
have	AUX	have
been	AUX	be
a	DET	a
prop	NOUN	prop
,	PUNCT	,
used	VERB	use
deliberately	ADV	deliberately
to	PART	to
cap	VERB	cap
the	DET	the
mysterious	ADJ	mysterious
climax	NOUN	climax
.	PUNCT	.
The	DET	the
four	NUM	four
honest	ADJ	honest
and	CCONJ	and
devoted	ADJ	devoted
guards	NOUN	guard
were	AUX	be
the	DET	the
real	ADJ	real
casualties	NOUN	casualty
.	PUNCT	.
Renwood	PROPN	Renwood
--	PUNCT	--
or	CCONJ	or
whoever	PRON	whoever
he	PRON	he
was	AUX	be
--	PUNCT	--
having	VERB	have
accomplished	VERB	accomplish
his	PRON	his
object	NOUN	object
of	ADP	of
undermining	VERB	undermine
and	CCONJ	and
destroying	VERB	destroy
the	DET	the
whole	ADJ	whole
planet	NOUN	planet
's	PART	's
morale	NOUN	morale
,	PUNCT	,
might	AUX	might
simply	ADV	simply
have	AUX	have
gone	VERB	go
elsewhere	ADV	elsewhere
to	PART	to
continue	VERB	continue
his	PRON	his
nefarious	ADJ	nefarious
activities	NOUN	activity
.	PUNCT	.
It	PRON	it
was	AUX	be
fiendishly	ADV	fiendishly
clever	ADJ	clever
.	PUNCT	.
That	DET	that
spectacularly	ADV	spectacularly
theatrical	ADJ	theatrical
finale	NOUN	finale
was	AUX	be
certainly	ADV	certainly
one	NUM	one
for	ADP	for
the	DET	the
book	NOUN	book
.	PUNCT	.
The	DET	the
whole	ADJ	whole
thing	NOUN	thing
,	PUNCT	,
though	ADV	though
,	PUNCT	,
was	AUX	be
very	ADV	very
much	ADJ	much
of	ADP	of
a	DET	a
piece	NOUN	piece
in	ADP	in
quality	NOUN	quality
of	ADP	of
workmanship	NOUN	workmanship
with	ADP	with
what	PRON	what
he	PRON	he
had	AUX	have
done	VERB	do
in	ADP	in
becoming	VERB	become
the	DET	the
Tyrant	PROPN	Tyrant
of	ADP	of
Thrale	PROPN	Thrale
.	PUNCT	.
Farfetched	ADJ	farfetched
?	PUNCT	?
No	INTJ	no
.	PUNCT	.
He	PRON	he
had	AUX	have
already	ADV	already
denied	VERB	deny
in	ADP	in
his	PRON	his
thoughts	NOUN	thought
that	SCONJ	that
the	DET	the
Boskonian	ADJ	boskonian
operators	NOUN	operator
were	AUX	be
supermen	NOUN	superman
.	PUNCT	.
Conversely	ADV	conversely
,	PUNCT	,
he	PRON	he
was	AUX	be
n't	PART	not
,	PUNCT	,
either	ADV	either
.	PUNCT	.
He	PRON	he
would	AUX	would
have	AUX	have
to	PART	to
admit	VERB	admit
that	SCONJ	that
they	PRON	they
might	AUX	might
very	ADV	very
well	ADV	well
be	AUX	be
as	ADV	as
good	ADJ	good
as	ADP	as
he	PRON	he
was	AUX	be
;	PUNCT	;
to	PART	to
deny	VERB	deny
them	PRON	they
the	DET	the
ability	NOUN	ability
to	PART	to
do	AUX	do
anything	PRON	anything
which	DET	which
he	PRON	he
himself	PRON	himself
could	AUX	could
do	AUX	do
would	AUX	would
be	AUX	be
sheer	ADJ	sheer
stupidity	NOUN	stupidity
.	PUNCT	.
Where	SCONJ	where
did	AUX	do
that	DET	that
put	VERB	put
him	PRON	he
?	PUNCT	?
On	ADP	on
Radelix	PROPN	Radelix
,	PUNCT	,
by	ADP	by
Klono	PROPN	Klono
's	PART	's
golden	ADJ	golden
gills	NOUN	gill
!	PUNCT	!
A	DET	a
good	ADJ	good
-	PUNCT	-
sized	ADJ	sized
planet	NOUN	planet
.	PUNCT	.
Important	ADJ	important
enough	ADV	enough
,	PUNCT	,
but	CCONJ	but
not	PART	not
too	ADV	too
much	ADJ	much
so	ADV	so
.	PUNCT	.
People	NOUN	People
human	ADJ	human
.	PUNCT	.
Comparatively	ADV	comparatively
little	ADJ	little
hell	NOUN	hell
being	AUX	be
raised	VERB	raise
there	ADV	there
--	PUNCT	--
yet	ADV	yet
.	PUNCT	.
Very	ADV	very
few	ADJ	few
Lensmen	PROPN	Lensmen
,	PUNCT	,
and	CCONJ	and
Gerrond	PROPN	Gerrond
the	DET	the
top	NOUN	top
.	PUNCT	.
Hm	INTJ	hm
-	PUNCT	-
m	INTJ	m
-	PUNCT	-
m.	PUNCT	m.
Gerrond	PROPN	Gerrond
.	PUNCT	.
Not	PART	not
too	ADV	too
bright	ADJ	bright
,	PUNCT	,
as	ADP	as
Lensmen	PROPN	Lensmen
went	VERB	go
,	PUNCT	,
and	CCONJ	and
inclined	VERB	incline
to	PART	to
be	AUX	be
a	DET	a
bit	NOUN	bit
brass	NOUN	brass
-	PUNCT	-
hattish	ADJ	hattish
.	PUNCT	.
To	ADP	to
Radelix	PROPN	Radelix
,	PUNCT	,
by	ADP	by
all	DET	all
means	NOUN	mean
,	PUNCT	,
next	ADV	next
.	PUNCT	.
*	PUNCT	*
*	PUNCT	*
*	PUNCT	*
*	PUNCT	*
*	PUNCT	*
He	PRON	he
went	VERB	go
to	ADP	to
Radelix	PROPN	Radelix
,	PUNCT	,
but	CCONJ	but
not	PART	not
in	ADP	in
the	DET	the
_	X	_
Dauntless	PROPN	Dauntless
_	PUNCT	_
and	CCONJ	and
not	PART	not
in	ADP	in
gray	NOUN	gray
.	PUNCT	.
He	PRON	he
was	AUX	be
a	DET	a
passenger	NOUN	passenger
upon	SCONJ	upon
a	DET	a
luxury	NOUN	luxury
liner	NOUN	liner
,	PUNCT	,
a	DET	a
writer	NOUN	writer
in	ADP	in
search	NOUN	search
of	ADP	of
local	NOUN	local
color	NOUN	color
for	ADP	for
another	DET	another
saga	NOUN	saga
of	ADP	of
the	DET	the
spaceways	NOUN	spaceway
.	PUNCT	.
Sybly	PROPN	Sybly
Whyte	PROPN	Whyte
--	PUNCT	--
one	NUM	one
of	ADP	of
the	DET	the
Patrol	PROPN	Patrol
's	PART	's
most	ADV	most
carefully	ADV	carefully
-	PUNCT	-
established	VERB	establish
figments	NOUN	figment
--	PUNCT	--
had	AUX	have
a	DET	a
bulletproof	ADJ	bulletproof
past	NOUN	past
.	PUNCT	.
His	PRON	his
omnivorous	ADJ	omnivorous
interest	NOUN	interest
and	CCONJ	and
his	PRON	his
uninhibited	ADJ	uninhibited
nosiness	NOUN	nosiness
were	AUX	be
the	DET	the
natural	ADJ	natural
attributes	NOUN	attribute
of	ADP	of
his	PRON	his
profession	NOUN	profession
--	PUNCT	--
everything	PRON	everything
is	AUX	be
grist	NOUN	grist
which	DET	which
comes	VERB	come
to	ADP	to
an	DET	an
author	NOUN	author
's	PART	's
mill	NOUN	mill
.	PUNCT	.
Sybly	PROPN	Sybly
Whyte	PROPN	Whyte
then	ADV	then
prowled	VERB	prowl
about	ADP	about
Radelix	PROPN	Radelix
.	PUNCT	.
Industriously	ADV	industriously
and	CCONJ	and
,	PUNCT	,
to	ADP	to
some	DET	some
observers	NOUN	observer
,	PUNCT	,
pointlessly	ADV	pointlessly
.	PUNCT	.
He	PRON	he
and	CCONJ	and
his	PRON	his
red	ADJ	red
-	PUNCT	-
leather	NOUN	leather
notebook	NOUN	notebook
were	AUX	be
apt	ADJ	apt
to	PART	to
be	AUX	be
seen	VERB	see
anywhere	ADV	anywhere
at	ADP	at
any	DET	any
time	NOUN	time
,	PUNCT	,
day	NOUN	day
or	CCONJ	or
night	NOUN	night
.	PUNCT	.
He	PRON	he
visited	VERB	visit
spaceports	NOUN	spaceport
,	PUNCT	,
he	PRON	he
climbed	VERB	climb
through	ADP	through
freighters	NOUN	freighter
,	PUNCT	,
he	PRON	he
lost	VERB	lose
small	ADJ	small
sums	NOUN	sum
in	ADP	in
playing	VERB	play
various	ADJ	various
games	NOUN	game
of	ADP	of
so	ADV	so
-	PUNCT	-
called	VERB	call
chance	NOUN	chance
in	ADP	in
spacemen	NOUN	spaceman
's	PART	's
dives	NOUN	dive
.	PUNCT	.
Upon	SCONJ	upon
the	DET	the
other	ADJ	other
hand	NOUN	hand
,	PUNCT	,
he	PRON	he
truckled	VERB	truckle
assiduously	ADV	assiduously
to	ADP	to
the	DET	the
social	ADJ	social
elite	NOUN	elite
and	CCONJ	and
attended	VERB	attend
all	DET	all
functions	NOUN	function
into	ADP	into
which	DET	which
he	PRON	he
could	AUX	could
wangle	VERB	wangle
or	CCONJ	or
could	AUX	could
force	VERB	force
his	PRON	his
way	NOUN	way
.	PUNCT	.
He	PRON	he
made	VERB	make
a	DET	a
pest	NOUN	pest
of	ADP	of
himself	PRON	himself
in	ADP	in
the	DET	the
offices	NOUN	office
of	ADP	of
politicians	NOUN	politician
,	PUNCT	,
bankers	NOUN	banker
,	PUNCT	,
merchant	NOUN	merchant
princes	NOUN	prince
,	PUNCT	,
tycoons	NOUN	tycoon
of	ADP	of
business	NOUN	business
and	CCONJ	and
manufacture	NOUN	manufacture
,	PUNCT	,
and	CCONJ	and
all	DET	all
other	ADJ	other
sorts	NOUN	sort
of	ADP	of
greats	NOUN	great
.	PUNCT	.
He	PRON	he
was	AUX	be
stopped	VERB	stop
one	NUM	one
day	NOUN	day
in	ADP	in
the	DET	the
outer	ADJ	outer
office	NOUN	office
of	ADP	of
an	DET	an
industrial	ADJ	industrial
potentate	NOUN	potentate
.	PUNCT	.
""""	PUNCT	""""
Get	VERB	get
out	ADV	out
and	CCONJ	and
stay	VERB	stay
out	ADV	out
,	PUNCT	,
""""	PUNCT	""""
a	DET	a
peg	NOUN	peg
-	PUNCT	-
legged	ADJ	legged
guard	NOUN	guard
told	VERB	tell
him	PRON	he
.	PUNCT	.
""""	PUNCT	""""
The	DET	the
boss	NOUN	boss
has	AUX	have
n't	PART	not
read	VERB	read
any	DET	any
of	ADP	of
your	PRON	your
stuff	NOUN	stuff
,	PUNCT	,
but	CCONJ	but
I	PRON	I
have	AUX	have
,	PUNCT	,
and	CCONJ	and
neither	DET	neither
of	ADP	of
us	PRON	we
wants	VERB	want
to	PART	to
talk	VERB	talk
to	ADP	to
you	PRON	you
.	PUNCT	.
Data	NOUN	datum
,	PUNCT	,
huh	INTJ	huh
?	PUNCT	?
What	PRON	what
do	AUX	do
you	PRON	you
need	VERB	need
of	ADP	of
data	NOUN	datum
on	ADP	on
atomic	ADJ	atomic
cats	NOUN	cat
and	CCONJ	and
bulldozers	NOUN	bulldozer
to	PART	to
write	VERB	write
them	PRON	they
space	NOUN	space
operas	NOUN	opera
of	ADP	of
yours	PRON	yours
?	PUNCT	?
Why	SCONJ	why
do	AUX	do
n't	PART	not
you	PRON	you
get	VERB	get
a	DET	a
roustabout	ADJ	roustabout
job	NOUN	job
on	ADP	on
a	DET	a
freighter	NOUN	freighter
and	CCONJ	and
learn	VERB	learn
something	PRON	something
about	ADP	about
what	PRON	what
you	PRON	you
're	AUX	be
trying	VERB	try
to	PART	to
write	VERB	write
about	ADP	about
?	PUNCT	?
Get	VERB	get
yourself	PRON	yourself
a	DET	a
real	ADJ	real
space	NOUN	space
tan	NOUN	tan
instead	ADV	instead
of	ADP	of
that	DET	that
imitation	NOUN	imitation
you	PRON	you
got	VERB	get
under	ADP	under
a	DET	a
lamp	NOUN	lamp
;	PUNCT	;
work	VERB	work
some	DET	some
of	ADP	of
that	DET	that
lard	NOUN	lard
off	ADP	off
of	ADP	of
your	PRON	your
carcass	NOUN	carcass
!	PUNCT	!
""""	PUNCT	""""
Whyte	PROPN	Whyte
was	AUX	be
definitely	ADV	definitely
fatter	ADJ	fat
than	ADP	than
Kinnison	PROPN	Kinnison
had	AUX	have
been	AUX	be
;	PUNCT	;
and	CCONJ	and
,	PUNCT	,
somehow	ADV	somehow
,	PUNCT	,
softer	ADJ	soft
;	PUNCT	;
he	PRON	he
peered	VERB	peer
owlishly	ADV	owlishly
through	ADP	through
heavy	ADJ	heavy
lenses	NOUN	lense
which	DET	which
,	PUNCT	,
fortunately	ADV	fortunately
,	PUNCT	,
did	AUX	do
not	PART	not
interfere	VERB	interfere
with	ADP	with
his	PRON	his
sense	NOUN	sense
of	ADP	of
perception	NOUN	perception
.	PUNCT	.
""""	PUNCT	""""
Then	ADV	then
maybe	ADV	maybe
some	DET	some
of	ADP	of
your	PRON	your
tripe	NOUN	tripe
will	AUX	will
be	AUX	be
half	ADV	half
-	PUNCT	-
fit	ADJ	fit
to	PART	to
read	VERB	read
--	PUNCT	--
beat	VERB	beat
it	PRON	it
!	PUNCT	!
""""	PUNCT	""""
""""	PUNCT	""""
Yes	INTJ	yes
,	PUNCT	,
sir	NOUN	sir
.	PUNCT	.
Thank	VERB	thank
you	PRON	you
,	PUNCT	,
sir	NOUN	sir
;	PUNCT	;
very	ADV	very
much	ADV	much
,	PUNCT	,
sir	NOUN	sir
.	PUNCT	.
""""	PUNCT	""""
Kinnison	PROPN	Kinnison
bobbed	VERB	bob
obsequiously	ADV	obsequiously
and	CCONJ	and
scurried	VERB	scurry
out	ADV	out
,	PUNCT	,
writing	VERB	write
industriously	ADV	industriously
in	ADP	in
his	PRON	his
notebook	NOUN	notebook
the	DET	the
while	NOUN	while
.	PUNCT	.
He	PRON	he
had	AUX	have
,	PUNCT	,
however	ADV	however
,	PUNCT	,
found	VERB	find
out	ADP	out
what	PRON	what
he	PRON	he
wanted	VERB	want
to	PART	to
know	VERB	know
.	PUNCT	.
The	DET	the
boss	NOUN	boss
was	AUX	be
nobody	PRON	nobody
he	PRON	he
was	AUX	be
looking	VERB	look
for	ADP	for
.	PUNCT	.
Nor	CCONJ	nor
was	AUX	be
an	DET	an
eminent	ADJ	eminent
statesman	NOUN	statesman
whom	PRON	whom
he	PRON	he
buttonholed	VERB	buttonhole
at	ADP	at
a	DET	a
reception	NOUN	reception
.	PUNCT	.
""""	PUNCT	""""
I	PRON	I
fail	VERB	fail
to	PART	to
see	VERB	see
,	PUNCT	,
sir	NOUN	sir
,	PUNCT	,
entirely	ADV	entirely
,	PUNCT	,
any	DET	any
point	NOUN	point
in	ADP	in
your	PRON	your
interviewing	VERB	interview
_	PUNCT	_
me	PRON	I
_	X	_
,	PUNCT	,
""""	PUNCT	""""
that	DET	that
worthy	ADJ	worthy
informed	VERB	inform
him	PRON	he
,	PUNCT	,
frigidly	ADV	frigidly
.	PUNCT	.
""""	PUNCT	""""
I	PRON	I
am	AUX	be
not	PART	not
,	PUNCT	,
I	PRON	I
am	AUX	be
...	PUNCT	...
uh	INTJ	uh
...	PUNCT	...
sure	INTJ	sure
,	PUNCT	,
suitable	ADJ	suitable
material	NOUN	material
for	ADP	for
any	DET	any
opus	NOUN	opus
upon	SCONJ	upon
which	DET	which
you	PRON	you
may	AUX	may
be	AUX	be
at	ADP	at
work	NOUN	work
.	PUNCT	.
""""	PUNCT	""""
""""	PUNCT	""""
Oh	INTJ	oh
,	PUNCT	,
you	PRON	you
ca	AUX	can
n't	PART	not
ever	ADV	ever
tell	VERB	tell
,	PUNCT	,
sir	NOUN	sir
,	PUNCT	,
""""	PUNCT	""""
Kinnison	PROPN	Kinnison
said	VERB	say
.	PUNCT	.
""""	PUNCT	""""
You	PRON	you
see	VERB	see
,	PUNCT	,
I	PRON	I
never	ADV	never
know	VERB	know
who	PRON	who
or	CCONJ	or
what	PRON	what
is	AUX	be
going	VERB	go
to	PART	to
get	VERB	get
into	ADP	into
any	DET	any
of	ADP	of
my	PRON	my
stories	NOUN	story
until	ADP	until
after	ADP	after
I	PRON	I
start	VERB	start
to	PART	to
write	VERB	write
it	PRON	it
,	PUNCT	,
and	CCONJ	and
sometimes	ADV	sometimes
not	PART	not
even	ADV	even
then	ADV	then
.	PUNCT	.
""""	PUNCT	""""
The	DET	the
statesman	NOUN	statesman
glared	VERB	glare
and	CCONJ	and
Kinnison	PROPN	Kinnison
retreated	VERB	retreat
in	ADP	in
disorder	NOUN	disorder
.	PUNCT	.
To	PART	to
stay	VERB	stay
in	ADP	in
character	NOUN	character
Kinnison	PROPN	Kinnison
actually	ADV	actually
wrote	VERB	write
a	DET	a
story	NOUN	story
while	SCONJ	while
upon	SCONJ	upon
Radelix	PROPN	Radelix
;	PUNCT	;
a	DET	a
story	NOUN	story
which	DET	which
was	AUX	be
later	ADV	later
acclaimed	VERB	acclaim
as	ADP	as
one	NUM	one
of	ADP	of
Sybly	PROPN	Sybly
Whyte	PROPN	Whyte
's	PART	's
best	ADJ	good
.	PUNCT	.
""""	PUNCT	""""
Qadgop	PROPN	Qadgop
the	DET	the
Mercotan	PROPN	Mercotan
slithered	VERB	slither
flatly	ADV	flatly
around	ADP	around
the	DET	the
after	NOUN	after
-	PUNCT	-
bulge	NOUN	bulge
of	ADP	of
the	DET	the
tranship	NOUN	tranship
.	PUNCT	.
One	NUM	one
claw	NOUN	claw
dug	VERB	dig
into	ADP	into
the	DET	the
meters	NOUN	meter
-	PUNCT	-
thick	ADJ	thick
armor	NOUN	armor
of	ADP	of
pure	ADJ	pure
neutronium	NOUN	neutronium
,	PUNCT	,
then	ADV	then
another	DET	another
.	PUNCT	.
Its	PRON	its
terrible	ADJ	terrible
xmexlike	ADJ	xmexlike
snout	NOUN	snout
locked	VERB	lock
on	ADP	on
.	PUNCT	.
Its	PRON	its
zymolosely	ADJ	zymolosely
polydactile	ADJ	polydactile
tongue	NOUN	tongue
crunched	VERB	crunch
out	ADP	out
,	PUNCT	,
crashed	VERB	crash
down	ADV	down
,	PUNCT	,
rasped	VERB	rasp
across	ADP	across
.	PUNCT	.
_	PUNCT	_
Slurp	INTJ	slurp
!	PUNCT	!
Slurp	INTJ	slurp
!	PUNCT	!
_	PUNCT	_
At	ADP	at
each	DET	each
abrasive	ADJ	abrasive
stroke	NOUN	stroke
the	DET	the
groove	NOUN	groove
in	ADP	in
the	DET	the
tranship	NOUN	tranship
's	PART	's
plating	NOUN	plating
deepened	VERB	deepen
and	CCONJ	and
Qadgop	PROPN	Qadgop
leered	VERB	leer
more	ADV	more
fiercely	ADV	fiercely
.	PUNCT	.
Fools	NOUN	fool
!	PUNCT	!
Did	AUX	do
they	PRON	they
think	VERB	think
that	SCONJ	that
the	DET	the
airlessness	NOUN	airlessness
of	ADP	of
absolute	ADJ	absolute
space	NOUN	space
,	PUNCT	,
the	DET	the
heatlessness	NOUN	heatlessness
of	ADP	of
absolute	ADJ	absolute
zero	NUM	zero
,	PUNCT	,
the	DET	the
yieldlessness	NOUN	yieldlessness
of	ADP	of
absolute	ADJ	absolute
neutronium	NOUN	neutronium
,	PUNCT	,
could	AUX	could
stop	VERB	stop
QADGOP	PROPN	QADGOP
THE	PROPN	THE
MERCOTAN	PROPN	MERCOTAN
?	PUNCT	?
And	CCONJ	and
the	DET	the
stowaway	NOUN	stowaway
,	PUNCT	,
that	DET	that
human	ADJ	human
wench	NOUN	wench
Cynthia	PROPN	Cynthia
,	PUNCT	,
cowering	VERB	cower
in	ADP	in
helpless	ADJ	helpless
terror	NOUN	terror
just	ADV	just
beyond	ADP	beyond
this	DET	this
thin	ADJ	thin
and	CCONJ	and
fragile	ADJ	fragile
wall--	NOUN	wall--
""""	PUNCT	""""
Kinnison	PROPN	Kinnison
was	AUX	be
tapping	VERB	tap
merrily	ADV	merrily
and	CCONJ	and
verbosely	ADV	verbosely
along	ADV	along
,	PUNCT	,
at	ADP	at
a	DET	a
cento	NOUN	cento
a	DET	a
word	NOUN	word
,	PUNCT	,
when	SCONJ	when
his	PRON	his
first	ADJ	first
real	ADJ	real
clue	NOUN	clue
developed	VERB	develop
.	PUNCT	.
*	PUNCT	*
*	PUNCT	*
*	PUNCT	*
*	PUNCT	*
*	PUNCT	*
A	DET	a
yellow	ADJ	yellow
""""	PUNCT	""""
attention	NOUN	attention
""""	PUNCT	""""
light	NOUN	light
gleamed	VERB	gleam
upon	SCONJ	upon
his	PRON	his
visiphone	NOUN	visiphone
panel	NOUN	panel
,	PUNCT	,
a	DET	a
subdued	ADJ	subdued
chime	NOUN	chime
gave	VERB	give
notice	NOUN	notice
that	SCONJ	that
a	DET	a
message	NOUN	message
of	ADP	of
importance	NOUN	importance
was	AUX	be
about	ADJ	about
to	PART	to
be	AUX	be
broadcast	VERB	broadcast
to	ADP	to
the	DET	the
world	NOUN	world
.	PUNCT	.
Kinnison	PROPN	Kinnison
-	PUNCT	-
Whyte	PROPN	Whyte
flipped	VERB	flip
his	PRON	his
switch	NOUN	switch
and	CCONJ	and
the	DET	the
stern	NOUN	stern
face	NOUN	face
of	ADP	of
the	DET	the
Provost	PROPN	Provost
Marshal	PROPN	Marshal
appeared	VERB	appear
upon	SCONJ	upon
the	DET	the
screen	NOUN	screen
.	PUNCT	.
""""	PUNCT	""""
Attention	NOUN	attention
,	PUNCT	,
please	INTJ	please
,	PUNCT	,
""""	PUNCT	""""
the	DET	the
image	NOUN	image
spoke	VERB	speak
.	PUNCT	.
""""	PUNCT	""""
Every	DET	every
citizen	NOUN	citizen
of	ADP	of
Radelix	PROPN	Radelix
is	AUX	be
urged	VERB	urge
to	PART	to
be	AUX	be
upon	SCONJ	upon
the	DET	the
lookout	NOUN	lookout
for	ADP	for
the	DET	the
source	NOUN	source
of	ADP	of
certain	ADJ	certain
inflammatory	ADJ	inflammatory
and	CCONJ	and
subversive	ADJ	subversive
literature	NOUN	literature
which	DET	which
is	AUX	be
beginning	VERB	begin
to	PART	to
appear	VERB	appear
in	ADP	in
various	ADJ	various
cities	NOUN	city
of	ADP	of
this	DET	this
planet	NOUN	planet
.	PUNCT	.
Our	PRON	our
officers	NOUN	officer
can	AUX	can
not	PART	not
be	AUX	be
everywhere	ADV	everywhere
at	ADP	at
once	ADV	once
;	PUNCT	;
you	PRON	you
citizens	NOUN	citizen
are	AUX	be
.	PUNCT	.
It	PRON	it
is	AUX	be
hoped	VERB	hope
that	SCONJ	that
by	ADP	by
the	DET	the
aid	NOUN	aid
of	ADP	of
your	PRON	your
vigilance	NOUN	vigilance
this	DET	this
threat	NOUN	threat
to	ADP	to
our	PRON	our
planetary	ADJ	planetary
peace	NOUN	peace
and	CCONJ	and
security	NOUN	security
can	AUX	can
be	AUX	be
removed	VERB	remove
before	ADP	before
it	PRON	it
becomes	VERB	become
really	ADV	really
serious	ADJ	serious
;	PUNCT	;
that	SCONJ	that
we	PRON	we
can	AUX	can
avoid	VERB	avoid
the	DET	the
imposition	NOUN	imposition
of	ADP	of
martial	ADJ	martial
law	NOUN	law
.	PUNCT	.
""""	PUNCT	""""
This	DET	this
message	NOUN	message
,	PUNCT	,
while	SCONJ	while
not	PART	not
of	ADP	of
extreme	ADJ	extreme
or	CCONJ	or
urgent	ADJ	urgent
import	NOUN	import
to	ADP	to
most	ADJ	most
Radeligians	PROPN	Radeligians
,	PUNCT	,
held	VERB	hold
for	ADP	for
Kinnison	PROPN	Kinnison
a	DET	a
profound	ADJ	profound
and	CCONJ	and
unique	ADJ	unique
meaning	NOUN	meaning
.	PUNCT	.
He	PRON	he
was	AUX	be
right	ADJ	right
.	PUNCT	.
He	PRON	he
had	AUX	have
deduced	VERB	deduce
the	DET	the
thing	NOUN	thing
one	NUM	one
hundred	NUM	hundred
percent	NOUN	percent
.	PUNCT	.
He	PRON	he
knew	VERB	know
what	PRON	what
was	AUX	be
going	VERB	go
to	PART	to
happen	VERB	happen
next	ADJ	next
,	PUNCT	,
and	CCONJ	and
how	SCONJ	how
;	PUNCT	;
he	PRON	he
knew	VERB	know
that	SCONJ	that
neither	CCONJ	neither
the	DET	the
law	NOUN	law
-	PUNCT	-
enforcement	NOUN	enforcement
officers	NOUN	officer
of	ADP	of
Radelix	PROPN	Radelix
nor	CCONJ	nor
its	PRON	its
massed	ADJ	massed
citizenry	NOUN	citizenry
could	AUX	could
stop	VERB	stop
it	PRON	it
.	PUNCT	.
They	PRON	they
could	AUX	could
not	PART	not
even	ADV	even
impede	VERB	impede
it	PRON	it
.	PUNCT	.
A	DET	a
force	NOUN	force
of	ADP	of
Lensmen	PROPN	Lensmen
could	AUX	could
stop	VERB	stop
it	PRON	it
--	PUNCT	--
but	CCONJ	but
that	DET	that
would	AUX	would
not	PART	not
get	VERB	get
the	DET	the
Patrol	NOUN	patrol
anywhere	ADV	anywhere
unless	SCONJ	unless
they	PRON	they
could	AUX	could
capture	VERB	capture
or	CCONJ	or
kill	VERB	kill
the	DET	the
beings	NOUN	being
really	ADV	really
responsible	ADJ	responsible
for	ADP	for
what	PRON	what
was	AUX	be
done	VERB	do
.	PUNCT	.
To	PART	to
alarm	VERB	alarm
them	PRON	they
would	AUX	would
not	PART	not
do	AUX	do
.	PUNCT	.
Whether	SCONJ	whether
or	CCONJ	or
not	PART	not
he	PRON	he
could	AUX	could
do	AUX	do
much	ADJ	much
of	ADP	of
anything	PRON	anything
before	ADP	before
the	DET	the
grand	ADJ	grand
climax	NOUN	climax
depended	VERB	depend
upon	SCONJ	upon
a	DET	a
lot	NOUN	lot
of	ADP	of
factors	NOUN	factor
.	PUNCT	.
Upon	SCONJ	upon
what	PRON	what
that	DET	that
climax	NOUN	climax
was	AUX	be
;	PUNCT	;
upon	SCONJ	upon
who	PRON	who
was	AUX	be
threatened	VERB	threaten
with	ADP	with
what	PRON	what
;	PUNCT	;
upon	SCONJ	upon
whether	SCONJ	whether
or	CCONJ	or
not	PART	not
the	DET	the
threatened	VERB	threaten
one	NOUN	one
was	AUX	be
actually	ADV	actually
a	DET	a
Boskonian	PROPN	Boskonian
.	PUNCT	.
A	DET	a
great	ADJ	great
deal	NOUN	deal
of	ADP	of
investigation	NOUN	investigation
was	AUX	be
indicated	VERB	indicate
.	PUNCT	.
If	SCONJ	if
the	DET	the
enemy	NOUN	enemy
were	AUX	be
going	VERB	go
to	PART	to
repeat	VERB	repeat
,	PUNCT	,
as	ADP	as
seemed	VERB	seem
probable	ADJ	probable
,	PUNCT	,
the	DET	the
president	NOUN	president
would	AUX	would
be	AUX	be
the	DET	the
victim	NOUN	victim
.	PUNCT	.
If	SCONJ	if
he	PRON	he
,	PUNCT	,
Kinnison	PROPN	Kinnison
,	PUNCT	,
could	AUX	could
not	PART	not
get	VERB	get
a	DET	a
line	NOUN	line
upon	SCONJ	upon
the	DET	the
higher	ADJ	high
-	PUNCT	-
ups	NOUN	up
before	ADP	before
the	DET	the
plot	NOUN	plot
came	VERB	come
to	ADP	to
a	DET	a
head	NOUN	head
,	PUNCT	,
he	PRON	he
would	AUX	would
have	AUX	have
to	PART	to
let	VERB	let
it	PRON	it
develop	VERB	develop
right	ADV	right
up	ADP	up
to	ADP	to
the	DET	the
