TANAR	PROPN	TANAR
that	SCONJ	that
there	PRON	there
was	AUX	be
no	DET	no
doubt	NOUN	doubt
in	ADP	in
his	PRON	his
mind	NOUN	mind
that	SCONJ	that
so	ADV	so
long	ADV	long
as	ADP	as
he	PRON	he
lived	VERB	live
he	PRON	he
would	AUX	would
always	ADV	always
be	AUX	be
searching	VERB	search
for	ADP	for
a	DET	a
way	NOUN	way
back	ADV	back
to	ADP	to
Sari	PROPN	Sari
.	PUNCT	.
He	PRON	he
was	AUX	be
glad	ADJ	glad
that	SCONJ	that
he	PRON	he
did	AUX	do
not	PART	not
have	AUX	have
to	PART	to
worry	VERB	worry
about	ADP	about
Stellara	PROPN	Stellara
,	PUNCT	,
for	ADP	for
if	SCONJ	if
it	PRON	it
was	AUX	be
true	ADJ	true
that	SCONJ	that
she	PRON	she
was	AUX	be
among	ADP	among
her	PRON	her
own	ADJ	own
people	NOUN	people
she	PRON	she
could	AUX	could
remain	VERB	remain
upon	SCONJ	upon
Amiocap	PROPN	Amiocap
and	CCONJ	and
there	PRON	there
would	AUX	would
rest	VERB	rest
upon	SCONJ	upon
him	PRON	he
no	DET	no
sense	NOUN	sense
of	ADP	of
responsibility	NOUN	responsibility
for	ADP	for
her	PRON	her
return	NOUN	return
to	ADP	to
Korsar	PROPN	Korsar
;	PUNCT	;
but	CCONJ	but
if	SCONJ	if
they	PRON	they
did	AUX	do
not	PART	not
accept	VERB	accept
her	PRON	she
—	PUNCT	—
that	DET	that
was	AUX	be
another	DET	another
matter	NOUN	matter
;	PUNCT	;
then	ADV	then
Tanar	PROPN	Tanar
would	AUX	would
have	AUX	have
to	PART	to
seek	VERB	seek
for	ADP	for
means	NOUN	mean
of	ADP	of
escape	NOUN	escape
from	ADP	from
an	DET	an
island	NOUN	island
peopled	VERB	people
by	ADP	by
enemies	NOUN	enemy
and	CCONJ	and
he	PRON	he
would	AUX	would
have	AUX	have
to	PART	to
take	VERB	take
Stellara	PROPN	Stellara
with	ADP	with
him	PRON	he
.	PUNCT	.
But	CCONJ	but
this	DET	this
train	NOUN	train
of	ADP	of
thought	NOUN	thought
was	AUX	be
interrupted	VERB	interrupt
by	ADP	by
a	DET	a
sudden	ADJ	sudden
exclamation	NOUN	exclamation
from	ADP	from
Stellara	PROPN	Stellara
.	PUNCT	.
“	PUNCT	""""
Look	VERB	look
!	PUNCT	!
”	PUNCT	""""
she	PRON	she
cried	VERB	cry
.	PUNCT	.
“	PUNCT	""""
Here	ADV	here
is	AUX	be
a	DET	a
village	NOUN	village
;	PUNCT	;
perhaps	ADV	perhaps
it	PRON	it
is	AUX	be
the	DET	the
very	ADJ	very
village	NOUN	village
of	ADP	of
my	PRON	my
mother	NOUN	mother
.	PUNCT	.
”	PUNCT	""""
“	PUNCT	""""
What	PRON	what
did	AUX	do
you	PRON	you
say	VERB	say
?	PUNCT	?
”	PUNCT	""""
inquired	VERB	inquire
a	DET	a
warrior	NOUN	warrior
,	PUNCT	,
walking	VERB	walk
near	ADP	near
them	PRON	they
.	PUNCT	.
“	PUNCT	""""
I	PRON	I
said	VERB	say
that	SCONJ	that
perhaps	ADV	perhaps
this	DET	this
is	AUX	be
the	DET	the
village	NOUN	village
where	SCONJ	where
my	PRON	my
mother	NOUN	mother
lived	VERB	live
before	ADP	before
she	PRON	she
was	AUX	be
stolen	VERB	steal
by	ADP	by
the	DET	the
Korsars	PROPN	Korsars
.	PUNCT	.
”	PUNCT	""""
“	PUNCT	""""
And	CCONJ	and
you	PRON	you
say	VERB	say
that	SCONJ	that
your	PRON	your
mother	NOUN	mother
was	AUX	be
Allara	PROPN	Allara
?	PUNCT	?
”	PUNCT	""""
inquired	VERB	inquire
the	DET	the
warrior	NOUN	warrior
.	PUNCT	.
“	PUNCT	""""
Yes	INTJ	yes
.	PUNCT	.
”	PUNCT	""""
“	PUNCT	""""
This	DET	this
was	AUX	be
indeed	ADV	indeed
the	DET	the
village	NOUN	village
in	ADP	in
which	DET	which
Allara	PROPN	Allara
lived	VERB	live
,	PUNCT	,
”	PUNCT	""""
said	VERB	say
the	DET	the
warrior	NOUN	warrior
;	PUNCT	;
“	PUNCT	""""
but	CCONJ	but
do	AUX	do
not	PART	not
hope	VERB	hope
,	PUNCT	,
girl	NOUN	girl
,	PUNCT	,
that	SCONJ	that
you	PRON	you
will	AUX	will
be	AUX	be
received	VERB	receive
as	ADP	as
one	NUM	one
of	ADP	of
them	PRON	they
,	PUNCT	,
for	ADP	for
unless	SCONJ	unless
your	PRON	your
father	NOUN	father
also	ADV	also
was	AUX	be
of	ADP	of
Amiocap	PROPN	Amiocap
,	PUNCT	,
you	PRON	you
are	AUX	be
not	PART	not
an	DET	an
Amiocapian	PROPN	Amiocapian
.	PUNCT	.
It	PRON	it
will	AUX	will
be	AUX	be
hard	ADJ	hard
to	PART	to
convince	VERB	convince
any	DET	any
one	NOUN	one
that	SCONJ	that
you	PRON	you
are	AUX	be
not	PART	not
the	DET	the
daughter	NOUN	daughter
of	ADP	of
a	DET	a
Korsar	PROPN	Korsar
father	NOUN	father
,	PUNCT	,
and	CCONJ	and
as	ADP	as
such	ADJ	such
you	PRON	you
are	AUX	be
a	DET	a
Korsar	PROPN	Korsar
and	CCONJ	and
no	DET	no
Amiocapian	PROPN	Amiocapian
.	PUNCT	.
”	PUNCT	""""
“	PUNCT	""""
But	CCONJ	but
how	SCONJ	how
can	AUX	can
you	PRON	you
know	VERB	know
that	SCONJ	that
my	PRON	my
father	NOUN	father
was	AUX	be
a	DET	a
Korsar	PROPN	Korsar
?	PUNCT	?
”	PUNCT	""""
demanded	VERB	demand
Stellara	PROPN	Stellara
.	PUNCT	.
“	PUNCT	""""
We	PRON	we
do	AUX	do
not	PART	not
have	AUX	have
to	PART	to
know	VERB	know
,	PUNCT	,
”	PUNCT	""""
replied	VERB	reply
the	DET	the
warrior	NOUN	warrior
;	PUNCT	;
“	PUNCT	""""
it	PRON	it
is	AUX	be
merely	ADV	merely
a	DET	a
matter	NOUN	matter
of	ADP	of
what	PRON	what
we	PRON	we
believe	VERB	believe
,	PUNCT	,
but	CCONJ	but
that	DET	that
is	AUX	be
a	DET	a
question	NOUN	question
that	PRON	that
will	AUX	will
have	AUX	have
to	PART	to
be	AUX	be
settled	VERB	settle
by	ADP	by
Zural	PROPN	Zural
,	PUNCT	,
the	DET	the
chief	NOUN	chief
of	ADP	of
the	DET	the
village	NOUN	village
of	ADP	of
Lar	PROPN	Lar
.	PUNCT	.
”	PUNCT	""""
“	PUNCT	""""
Lar	PROPN	Lar
,	PUNCT	,
”	PUNCT	""""
repeated	VERB	repeat
Stellara	PROPN	Stellara
.	PUNCT	.
“	PUNCT	""""
That	DET	that
is	AUX	be
the	DET	the
village	NOUN	village
of	ADP	of
my	PRON	my
mother	NOUN	mother
!	PUNCT	!
I	PRON	I
have	AUX	have
heard	VERB	hear
her	PRON	she
speak	VERB	speak
of	ADP	of
it	PRON	it
many	ADJ	many
times	NOUN	time
.	PUNCT	.
This	DET	this
,	PUNCT	,
then	ADV	then
,	PUNCT	,
must	AUX	must
be	AUX	be
Lar	PROPN	Lar
.	PUNCT	.
”	PUNCT	""""
“	PUNCT	""""
It	PRON	it
is	AUX	be
,	PUNCT	,
”	PUNCT	""""
replied	VERB	reply
the	DET	the
warrior	NOUN	warrior
,	PUNCT	,
“	PUNCT	""""
and	CCONJ	and
presently	ADV	presently
you	PRON	you
shall	AUX	shall
see	VERB	see
Zural	PROPN	Zural
.	PUNCT	.
”	PUNCT	""""
The	DET	the
village	NOUN	village
of	ADP	of
Lar	PROPN	Lar
consisted	VERB	consist
of	ADP	of
perhaps	ADV	perhaps
a	DET	a
hundred	NUM	hundred
thatched	ADJ	thatched
huts	NOUN	hut
,	PUNCT	,
each	DET	each
of	ADP	of
which	DET	which
was	AUX	be
divided	VERB	divide
into	ADP	into
two	NUM	two
or	CCONJ	or
more	ADJ	more
rooms	NOUN	room
,	PUNCT	,
one	NUM	one
of	ADP	of
which	DET	which
was	AUX	be
invariably	ADV	invariably
an	DET	an
open	ADJ	open
sitting	NOUN	sitting
room	NOUN	room
without	ADP	without
walls	NOUN	wall
,	PUNCT	,
in	ADP	in
the	DET	the
center	NOUN	center
of	ADP	of
which	DET	which
was	AUX	be
a	DET	a
stone	NOUN	stone
fireplace	NOUN	fireplace
.	PUNCT	.
The	DET	the
other	ADJ	other
rooms	NOUN	room
were	AUX	be
ordinarily	ADV	ordinarily
tightly	ADV	tightly
walled	ADJ	walled
and	CCONJ	and
windowless	ADJ	windowless
,	PUNCT	,
affording	VERB	afford
the	DET	the
necessary	ADJ	necessary
darkness	NOUN	darkness
for	ADP	for
the	DET	the
Amiocapians	PROPN	Amiocapians
when	SCONJ	when
they	PRON	they
wished	VERB	wish
to	PART	to
sleep	VERB	sleep
.	PUNCT	.
The	DET	the
entire	ADJ	entire
clearing	NOUN	clearing
was	AUX	be
encircled	VERB	encircle
by	ADP	by
the	DET	the
most	ADV	most
remarkable	ADJ	remarkable
fence	NOUN	fence
that	PRON	that
Tanar	PROPN	Tanar
had	AUX	have
ever	ADV	ever
seen	VERB	see
.	PUNCT	.
The	DET	the
posts	NOUN	post
,	PUNCT	,
instead	ADV	instead
of	ADP	of
being	AUX	be
set	VERB	set
in	ADP	in
the	DET	the
ground	NOUN	ground
,	PUNCT	,
were	AUX	be
suspended	VERB	suspend
from	ADP	from
a	DET	a
heavy	ADJ	heavy
fiber	NOUN	fiber
rope	NOUN	rope
that	PRON	that
ran	VERB	run
from	ADP	from
tree	NOUN	tree
to	ADP	to
tree	NOUN	tree
,	PUNCT	,
the	DET	the
lower	NOUN	lower
ends	NOUN	end
of	ADP	of
the	DET	the
posts	NOUN	post
hanging	VERB	hang
at	ADP	at
least	ADV	least
four	NUM	four
feet	NOUN	foot
above	ADP	above
the	DET	the
ground	NOUN	ground
.	PUNCT	.
Holes	NOUN	hole
had	AUX	have
been	AUX	be
bored	VERB	bore
through	ADP	through
the	DET	the
posts	NOUN	post
at	ADP	at
intervals	NOUN	interval
of	ADP	of
twelve	NUM	twelve
or	CCONJ	or
eighteen	NUM	eighteen
inches	NOUN	inch
and	CCONJ	and
into	ADP	into
these	DET	these
were	AUX	be
inserted	VERB	insert
hardwood	NOUN	hardwood
stakes	NOUN	stake
,	PUNCT	,
four	NUM	four
or	CCONJ	or
five	NUM	five
feet	NOUN	foot
in	ADJ	in
length	NOUN	length
and	CCONJ	and
sharpened	VERB	sharpen
at	ADP	at
either	DET	either
end	NOUN	end
.	PUNCT	.
These	DET	these
stakes	NOUN	stake
protruded	VERB	protrude
from	ADP	from
the	DET	the
posts	NOUN	post
in	ADP	in
all	DET	all
directions	NOUN	direction
,	PUNCT	,
parallel	ADJ	parallel
with	ADP	with
the	DET	the
ground	NOUN	ground
,	PUNCT	,
and	CCONJ	and
the	DET	the
posts	NOUN	post
were	AUX	be
hung	VERB	hang
at	ADP	at
such	DET	such
a	DET	a
distance	NOUN	distance
from	ADP	from
one	NUM	one
another	DET	another
that	SCONJ	that
the	DET	the
points	NOUN	point
of	ADP	of
the	DET	the
stakes	NOUN	stake
,	PUNCT	,
protruding	VERB	protrude
from	ADP	from
contiguous	ADJ	contiguous
posts	NOUN	post
,	PUNCT	,
left	VERB	leave
intervals	NOUN	interval
of	ADP	of
from	ADP	from
two	NUM	two
to	PART	to
four	NUM	four
feet	NOUN	foot
between	ADP	between
.	PUNCT	.
As	ADP	as
a	DET	a
safeguard	NOUN	safeguard
against	ADP	against
an	DET	an
attacking	VERB	attack
enemy	NOUN	enemy
they	PRON	they
seemed	VERB	seem
futile	ADJ	futile
to	ADP	to
Tanar	PROPN	Tanar
,	PUNCT	,
for	ADP	for
in	ADP	in
entering	VERB	enter
the	DET	the
village	NOUN	village
the	DET	the
party	NOUN	party
had	AUX	have
passed	VERB	pass
through	ADP	through
the	DET	the
open	ADJ	open
spaces	NOUN	space
between	ADP	between
the	DET	the
posts	NOUN	post
without	ADP	without
being	AUX	be
hindered	VERB	hinder
by	ADP	by
the	DET	the
barrier	NOUN	barrier
.	PUNCT	.
But	CCONJ	but
conjecture	NOUN	conjecture
as	ADP	as
to	ADP	to
the	DET	the
purpose	NOUN	purpose
of	ADP	of
this	DET	this
strange	ADJ	strange
barrier	NOUN	barrier
was	AUX	be
crowded	VERB	crowd
from	ADP	from
his	PRON	his
thoughts	NOUN	thought
by	ADP	by
other	ADJ	other
more	ADV	more
interesting	ADJ	interesting
occurrences	NOUN	occurrence
,	PUNCT	,
for	ADP	for
no	ADV	no
sooner	ADV	soon
had	AUX	have
they	PRON	they
entered	VERB	enter
the	DET	the
village	NOUN	village
than	ADP	than
they	PRON	they
were	AUX	be
surrounded	VERB	surround
by	ADP	by
a	DET	a
horde	NOUN	horde
of	ADP	of
men	NOUN	man
,	PUNCT	,
women	NOUN	woman
and	CCONJ	and
children	NOUN	child
.	PUNCT	.
“	PUNCT	""""
Who	PRON	who
are	AUX	be
these	DET	these
?	PUNCT	?
”	PUNCT	""""
demanded	VERB	demand
some	DET	some
.	PUNCT	.
“	PUNCT	""""
They	PRON	they
say	VERB	say
that	SCONJ	that
they	PRON	they
are	AUX	be
friends	NOUN	friend
,	PUNCT	,
”	PUNCT	""""
replied	VERB	reply
Vulhan	PROPN	Vulhan
,	PUNCT	,
“	PUNCT	""""
but	CCONJ	but
we	PRON	we
believe	VERB	believe
that	SCONJ	that
they	PRON	they
are	AUX	be
from	ADP	from
Korsar	PROPN	Korsar
.	PUNCT	.
”	PUNCT	""""
“	PUNCT	""""
Korsars	PROPN	Korsars
!	PUNCT	!
”	PUNCT	""""
cried	VERB	cry
the	DET	the
villagers	NOUN	villager
.	PUNCT	.
“	PUNCT	""""
I	PRON	I
am	AUX	be
no	DET	no
Korsar	PROPN	Korsar
,	PUNCT	,
”	PUNCT	""""
cried	VERB	cry
Stellara	PROPN	Stellara
,	PUNCT	,
angrily	ADV	angrily
.	PUNCT	.
“	PUNCT	""""
I	PRON	I
am	AUX	be
the	DET	the
daughter	NOUN	daughter
of	ADP	of
Allara	PROPN	Allara
,	PUNCT	,
the	DET	the
sister	NOUN	sister
of	ADP	of
Vulhan	PROPN	Vulhan
.	PUNCT	.
”	PUNCT	""""
“	PUNCT	""""
Let	VERB	let
her	PRON	she
tell	VERB	tell
that	DET	that
to	ADP	to
Zural	PROPN	Zural
.	PUNCT	.
It	PRON	it
is	AUX	be
his	PRON	his
business	NOUN	business
to	PART	to
listen	VERB	listen
,	PUNCT	,
not	PART	not
ours	PRON	ours
,	PUNCT	,
”	PUNCT	""""
cried	VERB	cry
one	PRON	one
.	PUNCT	.
“	PUNCT	""""
Zural	PROPN	Zural
will	AUX	will
know	VERB	know
what	PRON	what
to	PART	to
do	AUX	do
with	ADP	with
Korsars	PROPN	Korsars
.	PUNCT	.
Did	AUX	do
they	PRON	they
not	PART	not
steal	VERB	steal
his	PRON	his
daughter	NOUN	daughter
and	CCONJ	and
kill	VERB	kill
his	PRON	his
son	NOUN	son
?	PUNCT	?
”	PUNCT	""""
“	PUNCT	""""
Yes	INTJ	yes
,	PUNCT	,
take	VERB	take
them	PRON	they
to	ADP	to
Zural	PROPN	Zural
,	PUNCT	,
”	PUNCT	""""
cried	VERB	cry
another	DET	another
.	PUNCT	.
“	PUNCT	""""
It	PRON	it
is	AUX	be
to	ADP	to
Zural	PROPN	Zural
that	SCONJ	that
I	PRON	I
am	AUX	be
taking	VERB	take
them	PRON	they
,	PUNCT	,
”	PUNCT	""""
replied	VERB	reply
Vulhan	PROPN	Vulhan
.	PUNCT	.
The	DET	the
villagers	NOUN	villager
made	VERB	make
way	NOUN	way
for	ADP	for
the	DET	the
warriors	NOUN	warrior
and	CCONJ	and
their	PRON	their
prisoners	NOUN	prisoner
and	CCONJ	and
as	ADP	as
the	DET	the
latter	NOUN	latter
passed	VERB	pass
through	ADP	through
the	DET	the
aisles	NOUN	aisle
thus	ADV	thus
formed	VERB	form
many	ADJ	many
were	AUX	be
the	DET	the
ugly	ADJ	ugly
looks	NOUN	look
cast	VERB	cast
upon	SCONJ	upon
them	PRON	they
and	CCONJ	and
many	ADJ	many
the	DET	the
expressions	NOUN	expression
of	ADP	of
hatred	NOUN	hatred
that	PRON	that
they	PRON	they
overheard	VERB	overhear
,	PUNCT	,
but	CCONJ	but
no	DET	no
violence	NOUN	violence
was	AUX	be
offered	VERB	offer
them	PRON	they
and	CCONJ	and
presently	ADV	presently
they	PRON	they
were	AUX	be
conducted	VERB	conduct
to	ADP	to
a	DET	a
large	ADJ	large
hut	NOUN	hut
near	ADP	near
the	DET	the
center	NOUN	center
of	ADP	of
the	DET	the
village	NOUN	village
.	PUNCT	.
Like	ADP	like
the	DET	the
other	ADJ	other
dwellings	NOUN	dwelling
of	ADP	of
the	DET	the
village	NOUN	village
of	ADP	of
Lar	PROPN	Lar
,	PUNCT	,
the	DET	the
floors	NOUN	floor
of	ADP	of
the	DET	the
chief	NOUN	chief
's	PART	's
house	NOUN	house
were	AUX	be
raised	VERB	raise
a	DET	a
foot	NOUN	foot
or	CCONJ	or
eighteen	NUM	eighteen
inches	NOUN	inch
above	ADP	above
the	DET	the
ground	NOUN	ground
.	PUNCT	.
The	DET	the
thatched	ADJ	thatched
roof	NOUN	roof
of	ADP	of
the	DET	the
great	ADJ	great
,	PUNCT	,
open	ADJ	open
living	NOUN	living
room	NOUN	room
,	PUNCT	,
into	ADP	into
which	DET	which
they	PRON	they
were	AUX	be
conducted	VERB	conduct
,	PUNCT	,
was	AUX	be
supported	VERB	support
by	ADP	by
enormous	ADJ	enormous
ivory	NOUN	ivory
tusks	NOUN	tusk
of	ADP	of
the	DET	the
giant	ADJ	giant
tandors	NOUN	tandor
.	PUNCT	.
The	DET	the
floor	NOUN	floor
,	PUNCT	,
which	DET	which
appeared	VERB	appear
to	PART	to
be	AUX	be
constructed	VERB	construct
of	ADP	of
unglazed	ADJ	unglazed
tile	NOUN	tile
,	PUNCT	,
was	AUX	be
almost	ADV	almost
entirely	ADV	entirely
covered	VERB	cover
by	ADP	by
the	DET	the
hides	NOUN	hide
of	ADP	of
wild	ADJ	wild
animals	NOUN	animal
.	PUNCT	.
There	PRON	there
were	AUX	be
a	DET	a
number	NOUN	number
of	ADP	of
low	ADJ	low
,	PUNCT	,
wooden	ADJ	wooden
stools	NOUN	stool
standing	VERB	stand
about	ADP	about
the	DET	the
room	NOUN	room
,	PUNCT	,
and	CCONJ	and
one	NUM	one
higher	ADJ	high
one	NOUN	one
that	PRON	that
might	AUX	might
almost	ADV	almost
have	AUX	have
been	AUX	be
said	VERB	say
to	PART	to
have	AUX	have
attained	VERB	attain
the	DET	the
dignity	NOUN	dignity
of	ADP	of
a	DET	a
chair	NOUN	chair
.	PUNCT	.
Upon	SCONJ	upon
this	DET	this
larger	ADJ	large
stool	NOUN	stool
was	AUX	be
seated	VERB	seat
a	DET	a
stern	ADJ	stern
faced	ADJ	faced
man	NOUN	man
,	PUNCT	,
who	PRON	who
scrutinized	VERB	scrutinize
them	PRON	they
closely	ADV	closely
and	CCONJ	and
silently	ADV	silently
as	ADP	as
they	PRON	they
were	AUX	be
halted	VERB	halt
before	ADP	before
him	PRON	he
.	PUNCT	.
For	ADP	for
several	ADJ	several
seconds	NOUN	second
no	DET	no
one	NOUN	one
spoke	VERB	speak
,	PUNCT	,
and	CCONJ	and
then	ADV	then
the	DET	the
man	NOUN	man
upon	SCONJ	upon
the	DET	the
chair	NOUN	chair
turned	VERB	turn
to	ADP	to
Vulhan	PROPN	Vulhan
.	PUNCT	.
“	PUNCT	""""
Who	PRON	who
are	AUX	be
these	DET	these
,	PUNCT	,
”	PUNCT	""""
he	PRON	he
demanded	VERB	demand
,	PUNCT	,
“	PUNCT	""""
and	CCONJ	and
what	PRON	what
do	AUX	do
they	PRON	they
in	ADP	in
the	DET	the
village	NOUN	village
of	ADP	of
Lar	PROPN	Lar
?	PUNCT	?
”	PUNCT	""""
“	PUNCT	""""
We	PRON	we
took	VERB	take
them	PRON	they
from	ADP	from
a	DET	a
Korsar	PROPN	Korsar
ship	NOUN	ship
that	PRON	that
was	AUX	be
drifting	VERB	drift
helplessly	ADV	helplessly
with	ADP	with
the	DET	the
ocean	NOUN	ocean
current	NOUN	current
,	PUNCT	,
”	PUNCT	""""
said	VERB	say
Vulhan	PROPN	Vulhan
,	PUNCT	,
“	PUNCT	""""
and	CCONJ	and
we	PRON	we
have	AUX	have
brought	VERB	bring
them	PRON	they
to	ADP	to
Zural	PROPN	Zural
,	PUNCT	,
chief	NOUN	chief
of	ADP	of
the	DET	the
village	NOUN	village
of	ADP	of
Lar	PROPN	Lar
,	PUNCT	,
that	SCONJ	that
he	PRON	he
may	AUX	may
hear	VERB	hear
their	PRON	their
story	NOUN	story
and	CCONJ	and
judge	VERB	judge
whether	SCONJ	whether
they	PRON	they
be	VERB	be
the	DET	the
friends	NOUN	friend
they	PRON	they
claim	VERB	claim
to	PART	to
be	AUX	be
,	PUNCT	,
or	CCONJ	or
the	DET	the
Korsar	PROPN	Korsar
enemies	NOUN	enemy
that	PRON	that
we	PRON	we
believe	VERB	believe
them	PRON	they
to	PART	to
be	AUX	be
.	PUNCT	.
This	DET	this
one	NOUN	one
,	PUNCT	,
”	PUNCT	""""
and	CCONJ	and
Vulhan	PROPN	Vulhan
pointed	VERB	point
to	ADP	to
Stellara	PROPN	Stellara
,	PUNCT	,
“	PUNCT	""""
says	VERB	say
that	SCONJ	that
she	PRON	she
is	AUX	be
the	DET	the
daughter	NOUN	daughter
of	ADP	of
Allara	PROPN	Allara
.	PUNCT	.
”	PUNCT	""""
“	PUNCT	""""
I	PRON	I
am	AUX	be
the	DET	the
daughter	NOUN	daughter
of	ADP	of
Allara	PROPN	Allara
,	PUNCT	,
”	PUNCT	""""
said	VERB	say
Stellara	PROPN	Stellara
.	PUNCT	.
“	PUNCT	""""
And	CCONJ	and
who	PRON	who
was	AUX	be
your	PRON	your
father	NOUN	father
?	PUNCT	?
”	PUNCT	""""
demanded	VERB	demand
Zural	PROPN	Zural
.	PUNCT	.
“	PUNCT	""""
My	PRON	my
father	NOUN	father
's	PART	's
name	NOUN	name
is	AUX	be
Fedol	PROPN	Fedol
,	PUNCT	,
”	PUNCT	""""
replied	VERB	reply
Stellara	PROPN	Stellara
.	PUNCT	.
“	PUNCT	""""
How	SCONJ	how
do	AUX	do
you	PRON	you
know	VERB	know
?	PUNCT	?
”	PUNCT	""""
asked	VERB	ask
Zural	PROPN	Zural
.	PUNCT	.
“	PUNCT	""""
My	PRON	my
mother	NOUN	mother
told	VERB	tell
me	PRON	I
.	PUNCT	.
”	PUNCT	""""
“	PUNCT	""""
Where	SCONJ	where
were	AUX	be
you	PRON	you
born	VERB	bear
?	PUNCT	?
”	PUNCT	""""
demanded	VERB	demand
Zural	PROPN	Zural
.	PUNCT	.
“	PUNCT	""""
In	ADP	in
the	DET	the
Korsar	PROPN	Korsar
city	NOUN	city
of	ADP	of
Allaban	PROPN	Allaban
,	PUNCT	,
”	PUNCT	""""
replied	VERB	reply
Stellara	PROPN	Stellara
.	PUNCT	.
“	PUNCT	""""
Then	ADV	then
you	PRON	you
are	AUX	be
a	DET	a
Korsar	PROPN	Korsar
,	PUNCT	,
”	PUNCT	""""
stated	VERB	state
Zural	PROPN	Zural
with	ADP	with
finality	NOUN	finality
.	PUNCT	.
“	PUNCT	""""
And	CCONJ	and
this	DET	this
one	NOUN	one
,	PUNCT	,
what	PRON	what
has	AUX	have
he	PRON	he
to	PART	to
say	VERB	say
for	ADP	for
himself	PRON	himself
?	PUNCT	?
”	PUNCT	""""
asked	VERB	ask
Zural	PROPN	Zural
,	PUNCT	,
indicating	VERB	indicate
Tanar	PROPN	Tanar
with	ADP	with
a	DET	a
nod	NOUN	nod
.	PUNCT	.
“	PUNCT	""""
He	PRON	he
claims	VERB	claim
that	SCONJ	that
he	PRON	he
was	AUX	be
a	DET	a
prisoner	NOUN	prisoner
of	ADP	of
the	DET	the
Korsars	PROPN	Korsars
and	CCONJ	and
that	SCONJ	that
he	PRON	he
comes	VERB	come
from	ADP	from
a	DET	a
distant	ADJ	distant
kingdom	NOUN	kingdom
called	VERB	call
Sari	PROPN	Sari
.	PUNCT	.
”	PUNCT	""""
“	PUNCT	""""
I	PRON	I
have	AUX	have
never	ADV	never
heard	VERB	hear
of	ADP	of
such	DET	such
a	DET	a
kingdom	NOUN	kingdom
,	PUNCT	,
”	PUNCT	""""
said	VERB	say
Zural	PROPN	Zural
.	PUNCT	.
“	PUNCT	""""
Is	AUX	be
there	PRON	there
any	DET	any
warrior	NOUN	warrior
here	ADV	here
who	PRON	who
has	AUX	have
ever	ADV	ever
heard	VERB	hear
of	ADP	of
it	PRON	it
?	PUNCT	?
”	PUNCT	""""
he	PRON	he
demanded	VERB	demand
.	PUNCT	.
“	PUNCT	""""
If	SCONJ	if
there	PRON	there
is	AUX	be
,	PUNCT	,
let	VERB	let
him	PRON	he
in	ADP	in
justice	NOUN	justice
to	ADP	to
the	DET	the
prisoner	NOUN	prisoner
,	PUNCT	,
speak	VERB	speak
.	PUNCT	.
”	PUNCT	""""
But	CCONJ	but
the	DET	the
Amiocapians	PROPN	Amiocapians
only	ADV	only
shook	VERB	shake
their	PRON	their
heads	NOUN	head
for	ADP	for
there	PRON	there
was	AUX	be
none	NOUN	none
who	PRON	who
had	AUX	have
ever	ADV	ever
heard	VERB	hear
of	ADP	of
the	DET	the
kingdom	NOUN	kingdom
of	ADP	of
Sari	PROPN	Sari
.	PUNCT	.
“	PUNCT	""""
It	PRON	it
is	AUX	be
quite	ADV	quite
plain	ADJ	plain
,	PUNCT	,
”	PUNCT	""""
continued	VERB	continue
Zural	PROPN	Zural
,	PUNCT	,
“	PUNCT	""""
that	SCONJ	that
they	PRON	they
are	AUX	be
enemies	NOUN	enemy
and	CCONJ	and
that	SCONJ	that
they	PRON	they
are	AUX	be
seeking	VERB	seek
by	ADP	by
falsehood	NOUN	falsehood
to	PART	to
gain	VERB	gain
our	PRON	our
confidence	NOUN	confidence
.	PUNCT	.
If	SCONJ	if
there	PRON	there
is	AUX	be
a	DET	a
drop	NOUN	drop
of	ADP	of
Amiocapian	ADJ	amiocapian
blood	NOUN	blood
in	ADP	in
one	NUM	one
of	ADP	of
them	PRON	they
,	PUNCT	,
we	PRON	we
are	AUX	be
sorry	ADJ	sorry
for	ADP	for
that	DET	that
drop	NOUN	drop
.	PUNCT	.
Take	VERB	take
them	PRON	they
away	ADV	away
,	PUNCT	,
Vulhan	PROPN	Vulhan
.	PUNCT	.
Keep	VERB	keep
them	PRON	they
under	ADP	under
guard	NOUN	guard
until	ADP	until
we	PRON	we
decide	VERB	decide
how	SCONJ	how
they	PRON	they
shall	AUX	shall
be	AUX	be
destroyed	VERB	destroy
.	PUNCT	.
”	PUNCT	""""
“	PUNCT	""""
My	PRON	my
mother	NOUN	mother
told	VERB	tell
me	PRON	I
that	SCONJ	that
the	DET	the
Amiocapians	PROPN	Amiocapians
were	AUX	be
a	DET	a
just	ADJ	just
and	CCONJ	and
kindly	ADJ	kindly
people	NOUN	people
,	PUNCT	,
”	PUNCT	""""
said	VERB	say
Stellara	PROPN	Stellara
;	PUNCT	;
“	PUNCT	""""
but	CCONJ	but
it	PRON	it
is	AUX	be
neither	CCONJ	neither
just	ADV	just
nor	CCONJ	nor
kindly	ADV	kindly
to	PART	to
destroy	VERB	destroy
this	DET	this
man	NOUN	man
who	PRON	who
is	AUX	be
not	PART	not
an	DET	an
enemy	NOUN	enemy
simply	ADV	simply
because	SCONJ	because
you	PRON	you
have	AUX	have
never	ADV	never
heard	VERB	hear
of	ADP	of
the	DET	the
country	NOUN	country
from	ADP	from
which	DET	which
he	PRON	he
comes	VERB	come
